CountryName,CountryCode,Date,StringencyIndex
Italy,ITA,2020-02-14,14
Jordan,JOR,2020-02-14,0
Japan,JPN,2020-02-14,19
Kazakhstan,KAZ,2020-02-14,0
Kenya,KEN,2020-02-14,5
South Korea,KOR,2020-02-14,40
Sri Lanka,LKA,2020-02-14,29
Macao,MAC,2020-02-14,71
Mexico,MEX,2020-02-14,29
Myanmar,MMR,2020-02-14,12
Malaysia,MYS,2020-02-14,29
Nigeria,NGA,2020-02-14,5
Nicaragua,NIC,2020-02-14,0
Netherlands,NLD,2020-02-14,0
Norway,NOR,2020-02-14,0
New Zealand,NZL,2020-02-14,14
Pakistan,PAK,2020-02-14,0
Panama,PAN,2020-02-14,19
Papua New Guinea,PNG,2020-02-14,29
Poland,POL,2020-02-14,7
Portugal,PRT,2020-02-14,0
Qatar,QAT,2020-02-14,29
Romania,ROU,2020-02-14,10
Russia,RUS,2020-02-14,14
Singapore,SGP,2020-02-14,33
El Salvador,SLV,2020-02-14,29
Serbia,SRB,2020-02-14,5
Slovak Republic,SVK,2020-02-14,0
Slovenia,SVN,2020-02-14,0
Sweden,SWE,2020-02-14,0
Syria,SYR,2020-02-14,5
Thailand,THA,2020-02-14,0
Tanzania,TZA,2020-02-14,0
Uganda,UGA,2020-02-14,24
Ukraine,UKR,2020-02-14,52
United States,USA,2020-02-14,10
Venezuela,VEN,2020-02-14,0
Vietnam,VNM,2020-02-14,52
South Africa,ZAF,2020-02-14,5
Zimbabwe,ZWE,2020-02-14,0
Taiwan,TWN,2020-02-14,33
Afghanistan,AFG,2020-02-15,0
Angola,AGO,2020-02-15,10
Argentina,ARG,2020-02-15,0
Australia,AUS,2020-02-15,29
Austria,AUT,2020-02-15,0
Belgium,BEL,2020-02-15,14
Bulgaria,BGR,2020-02-15,14
Belize,BLZ,2020-02-15,0
Bermuda,BMU,2020-02-15,0
Bolivia,BOL,2020-02-15,0
Brazil,BRA,2020-02-15,0
Barbados,BRB,2020-02-15,0
Botswana,BWA,2020-02-15,19
Canada,CAN,2020-02-15,5
Switzerland,CHE,2020-02-15,0
Chile,CHL,2020-02-15,0
China,CHN,2020-02-15,62
Democratic Republic of Congo,COD,2020-02-15,0
Colombia,COL,2020-02-15,14
Costa Rica,CRI,2020-02-15,0
Czech Republic,CZE,2020-02-15,0
Germany,DEU,2020-02-15,14
Dominican Republic,DOM,2020-02-15,0
Algeria,DZA,2020-02-15,0
Ecuador,ECU,2020-02-15,14
Spain,ESP,2020-02-15,14
Finland,FIN,2020-02-15,0
France,FRA,2020-02-15,17
United Kingdom,GBR,2020-02-15,14
Greece,GRC,2020-02-15,0
Guatemala,GTM,2020-02-15,24
Guyana,GUY,2020-02-15,5
Hong Kong,HKG,2020-02-15,81
Honduras,HND,2020-02-15,0
Croatia,HRV,2020-02-15,5
Hungary,HUN,2020-02-15,14
Indonesia,IDN,2020-02-15,29
India,IND,2020-02-15,21
Ireland,IRL,2020-02-15,0
Iran,IRN,2020-02-15,0
Iraq,IRQ,2020-02-15,0
Iceland,ISL,2020-02-15,5
Israel,ISR,2020-02-15,29
Italy,ITA,2020-02-15,14
Jordan,JOR,2020-02-15,0
Japan,JPN,2020-02-15,19
Kazakhstan,KAZ,2020-02-15,0
Kenya,KEN,2020-02-15,5
South Korea,KOR,2020-02-15,40
Sri Lanka,LKA,2020-02-15,29
Macao,MAC,2020-02-15,71
Mexico,MEX,2020-02-15,29
Myanmar,MMR,2020-02-15,12
Malaysia,MYS,2020-02-15,29
Nigeria,NGA,2020-02-15,5
Nicaragua,NIC,2020-02-15,0
Netherlands,NLD,2020-02-15,0
Norway,NOR,2020-02-15,0
New Zealand,NZL,2020-02-15,14
Pakistan,PAK,2020-02-15,0
Panama,PAN,2020-02-15,19
Papua New Guinea,PNG,2020-02-15,29
Poland,POL,2020-02-15,7
Portugal,PRT,2020-02-15,0
Qatar,QAT,2020-02-15,29
Romania,ROU,2020-02-15,10
Russia,RUS,2020-02-15,14
Singapore,SGP,2020-02-15,33
El Salvador,SLV,2020-02-15,29
Serbia,SRB,2020-02-15,5
Slovak Republic,SVK,2020-02-15,0
Slovenia,SVN,2020-02-15,0
Sweden,SWE,2020-02-15,0
Syria,SYR,2020-02-15,5
Thailand,THA,2020-02-15,0
Tanzania,TZA,2020-02-15,0
Uganda,UGA,2020-02-15,24
Ukraine,UKR,2020-02-15,52
United States,USA,2020-02-15,10
Venezuela,VEN,2020-02-15,0
Vietnam,VNM,2020-02-15,52
South Africa,ZAF,2020-02-15,5
Zimbabwe,ZWE,2020-02-15,0
Taiwan,TWN,2020-02-15,33
Afghanistan,AFG,2020-02-16,0
Angola,AGO,2020-02-16,10
Argentina,ARG,2020-02-16,0
Australia,AUS,2020-02-16,29
Austria,AUT,2020-02-16,0
Belgium,BEL,2020-02-16,14
Bulgaria,BGR,2020-02-16,14
Belize,BLZ,2020-02-16,0
Bermuda,BMU,2020-02-16,0
Bolivia,BOL,2020-02-16,0
Brazil,BRA,2020-02-16,0
Barbados,BRB,2020-02-16,0
Botswana,BWA,2020-02-16,19
Canada,CAN,2020-02-16,5
Switzerland,CHE,2020-02-16,0
Chile,CHL,2020-02-16,0
China,CHN,2020-02-16,62
Democratic Republic of Congo,COD,2020-02-16,0
Colombia,COL,2020-02-16,14
Costa Rica,CRI,2020-02-16,0
Czech Republic,CZE,2020-02-16,0
Germany,DEU,2020-02-16,14
Dominican Republic,DOM,2020-02-16,0
Algeria,DZA,2020-02-16,0
Ecuador,ECU,2020-02-16,14
Spain,ESP,2020-02-16,14
Finland,FIN,2020-02-16,0
France,FRA,2020-02-16,17
United Kingdom,GBR,2020-02-16,14
Greece,GRC,2020-02-16,0
Guatemala,GTM,2020-02-16,24
Guyana,GUY,2020-02-16,5
Hong Kong,HKG,2020-02-16,81
Honduras,HND,2020-02-16,0
Croatia,HRV,2020-02-16,5
Hungary,HUN,2020-02-16,14
Indonesia,IDN,2020-02-16,29
India,IND,2020-02-16,21
Ireland,IRL,2020-02-16,0
Iran,IRN,2020-02-16,0
Iraq,IRQ,2020-02-16,0
Iceland,ISL,2020-02-16,5
Israel,ISR,2020-02-16,29
Italy,ITA,2020-02-16,14
Jordan,JOR,2020-02-16,0
Japan,JPN,2020-02-16,19
Kazakhstan,KAZ,2020-02-16,0
Kenya,KEN,2020-02-16,5
South Korea,KOR,2020-02-16,40
Sri Lanka,LKA,2020-02-16,29
Macao,MAC,2020-02-16,71
Mexico,MEX,2020-02-16,29
Myanmar,MMR,2020-02-16,12
Malaysia,MYS,2020-02-16,29
Nigeria,NGA,2020-02-16,5
Nicaragua,NIC,2020-02-16,0
Netherlands,NLD,2020-02-16,0
Norway,NOR,2020-02-16,0
New Zealand,NZL,2020-02-16,14
Pakistan,PAK,2020-02-16,0
Panama,PAN,2020-02-16,19
Papua New Guinea,PNG,2020-02-16,29
Poland,POL,2020-02-16,7
Portugal,PRT,2020-02-16,0
Qatar,QAT,2020-02-16,29
Romania,ROU,2020-02-16,10
Russia,RUS,2020-02-16,14
Singapore,SGP,2020-02-16,33
El Salvador,SLV,2020-02-16,29
Serbia,SRB,2020-02-16,5
Slovak Republic,SVK,2020-02-16,0
Slovenia,SVN,2020-02-16,0
Sweden,SWE,2020-02-16,0
Syria,SYR,2020-02-16,5
Thailand,THA,2020-02-16,0
Tanzania,TZA,2020-02-16,0
Uganda,UGA,2020-02-16,24
Ukraine,UKR,2020-02-16,52
United States,USA,2020-02-16,10
Venezuela,VEN,2020-02-16,0
Vietnam,VNM,2020-02-16,52
South Africa,ZAF,2020-02-16,5
Zimbabwe,ZWE,2020-02-16,0
Taiwan,TWN,2020-02-16,33
Afghanistan,AFG,2020-02-17,0
Angola,AGO,2020-02-17,10
Argentina,ARG,2020-02-17,0
Australia,AUS,2020-02-17,29
Austria,AUT,2020-02-17,0
Belgium,BEL,2020-02-17,14
Bulgaria,BGR,2020-02-17,14
Belize,BLZ,2020-02-17,0
Bermuda,BMU,2020-02-17,0
Bolivia,BOL,2020-02-17,0
Brazil,BRA,2020-02-17,0
Barbados,BRB,2020-02-17,0
Botswana,BWA,2020-02-17,19
Canada,CAN,2020-02-17,5
Switzerland,CHE,2020-02-17,0
Chile,CHL,2020-02-17,0
China,CHN,2020-02-17,62
Democratic Republic of Congo,COD,2020-02-17,0
Colombia,COL,2020-02-17,14
Costa Rica,CRI,2020-02-17,0
Czech Republic,CZE,2020-02-17,0
Germany,DEU,2020-02-17,14
Dominican Republic,DOM,2020-02-17,0
Algeria,DZA,2020-02-17,0
Ecuador,ECU,2020-02-17,14
Spain,ESP,2020-02-17,14
Finland,FIN,2020-02-17,0
France,FRA,2020-02-17,17
United Kingdom,GBR,2020-02-17,14
Greece,GRC,2020-02-17,0
Guatemala,GTM,2020-02-17,24
Guyana,GUY,2020-02-17,5
Hong Kong,HKG,2020-02-17,81
Honduras,HND,2020-02-17,0
Croatia,HRV,2020-02-17,5
Hungary,HUN,2020-02-17,14
Indonesia,IDN,2020-02-17,29
India,IND,2020-02-17,21
Ireland,IRL,2020-02-17,0
Iran,IRN,2020-02-17,0
Iraq,IRQ,2020-02-17,0
Iceland,ISL,2020-02-17,5
Israel,ISR,2020-02-17,29
Italy,ITA,2020-02-17,14
Jordan,JOR,2020-02-17,0
Japan,JPN,2020-02-17,19
Kazakhstan,KAZ,2020-02-17,0
Kenya,KEN,2020-02-17,5
South Korea,KOR,2020-02-17,40
Sri Lanka,LKA,2020-02-17,29
Macao,MAC,2020-02-17,76
Mexico,MEX,2020-02-17,29
Myanmar,MMR,2020-02-17,19
Malaysia,MYS,2020-02-17,29
Nigeria,NGA,2020-02-17,5
Nicaragua,NIC,2020-02-17,0
Netherlands,NLD,2020-02-17,0
Norway,NOR,2020-02-17,0
New Zealand,NZL,2020-02-17,14
Pakistan,PAK,2020-02-17,0
Panama,PAN,2020-02-17,19
Papua New Guinea,PNG,2020-02-17,29
Poland,POL,2020-02-17,7
Portugal,PRT,2020-02-17,0
Qatar,QAT,2020-02-17,29
Romania,ROU,2020-02-17,10
Russia,RUS,2020-02-17,14
Singapore,SGP,2020-02-17,33
El Salvador,SLV,2020-02-17,29
Serbia,SRB,2020-02-17,5
Slovak Republic,SVK,2020-02-17,0
Slovenia,SVN,2020-02-17,0
Sweden,SWE,2020-02-17,0
Syria,SYR,2020-02-17,5
Thailand,THA,2020-02-17,0
Tanzania,TZA,2020-02-17,0
Uganda,UGA,2020-02-17,24
Ukraine,UKR,2020-02-17,52
United States,USA,2020-02-17,10
Venezuela,VEN,2020-02-17,0
Vietnam,VNM,2020-02-17,52
South Africa,ZAF,2020-02-17,5
Zimbabwe,ZWE,2020-02-17,0
Taiwan,TWN,2020-02-17,38
Afghanistan,AFG,2020-02-18,0
Angola,AGO,2020-02-18,10
Argentina,ARG,2020-02-18,0
Australia,AUS,2020-02-18,29
Austria,AUT,2020-02-18,0
Belgium,BEL,2020-02-18,14
Bulgaria,BGR,2020-02-18,14
Belize,BLZ,2020-02-18,0
Bermuda,BMU,2020-02-18,0
Bolivia,BOL,2020-02-18,0
Brazil,BRA,2020-02-18,0
Barbados,BRB,2020-02-18,0
Botswana,BWA,2020-02-18,19
Canada,CAN,2020-02-18,5
Switzerland,CHE,2020-02-18,0
Chile,CHL,2020-02-18,0
China,CHN,2020-02-18,62
Democratic Republic of Congo,COD,2020-02-18,0
Colombia,COL,2020-02-18,14
Costa Rica,CRI,2020-02-18,0
Czech Republic,CZE,2020-02-18,0
Germany,DEU,2020-02-18,14
Dominican Republic,DOM,2020-02-18,0
Algeria,DZA,2020-02-18,0
Ecuador,ECU,2020-02-18,14
Spain,ESP,2020-02-18,14
Finland,FIN,2020-02-18,0
France,FRA,2020-02-18,17
United Kingdom,GBR,2020-02-18,14
Greece,GRC,2020-02-18,0
Guatemala,GTM,2020-02-18,24
Guyana,GUY,2020-02-18,5
Hong Kong,HKG,2020-02-18,81
Honduras,HND,2020-02-18,0
Croatia,HRV,2020-02-18,5
Hungary,HUN,2020-02-18,14
Indonesia,IDN,2020-02-18,29
India,IND,2020-02-18,21
Ireland,IRL,2020-02-18,0
Iran,IRN,2020-02-18,0
Iraq,IRQ,2020-02-18,0
Iceland,ISL,2020-02-18,5
Israel,ISR,2020-02-18,29
Italy,ITA,2020-02-18,14
Jordan,JOR,2020-02-18,0
Japan,JPN,2020-02-18,19
Kazakhstan,KAZ,2020-02-18,0
Kenya,KEN,2020-02-18,5
South Korea,KOR,2020-02-18,40
Sri Lanka,LKA,2020-02-18,29
Macao,MAC,2020-02-18,76
Mexico,MEX,2020-02-18,29
Myanmar,MMR,2020-02-18,19
Malaysia,MYS,2020-02-18,29
Nigeria,NGA,2020-02-18,5
Nicaragua,NIC,2020-02-18,0
Netherlands,NLD,2020-02-18,0
Norway,NOR,2020-02-18,0
New Zealand,NZL,2020-02-18,14
Pakistan,PAK,2020-02-18,0
Panama,PAN,2020-02-18,19
Papua New Guinea,PNG,2020-02-18,29
Poland,POL,2020-02-18,7
Portugal,PRT,2020-02-18,0
Qatar,QAT,2020-02-18,29
Romania,ROU,2020-02-18,10
Russia,RUS,2020-02-18,14
Singapore,SGP,2020-02-18,33
El Salvador,SLV,2020-02-18,29
Serbia,SRB,2020-02-18,5
Slovak Republic,SVK,2020-02-18,0
Slovenia,SVN,2020-02-18,0
Sweden,SWE,2020-02-18,0
Syria,SYR,2020-02-18,5
Thailand,THA,2020-02-18,0
Tanzania,TZA,2020-02-18,0
Uganda,UGA,2020-02-18,24
Ukraine,UKR,2020-02-18,52
United States,USA,2020-02-18,10
Venezuela,VEN,2020-02-18,0
Vietnam,VNM,2020-02-18,52
South Africa,ZAF,2020-02-18,5
Zimbabwe,ZWE,2020-02-18,0
Taiwan,TWN,2020-02-18,38
Afghanistan,AFG,2020-02-19,0
Angola,AGO,2020-02-19,10
Argentina,ARG,2020-02-19,0
Australia,AUS,2020-02-19,29
Austria,AUT,2020-02-19,0
Belgium,BEL,2020-02-19,14
Bulgaria,BGR,2020-02-19,14
Belize,BLZ,2020-02-19,0
Bermuda,BMU,2020-02-19,0
Bolivia,BOL,2020-02-19,0
Brazil,BRA,2020-02-19,0
Barbados,BRB,2020-02-19,0
Botswana,BWA,2020-02-19,19
Canada,CAN,2020-02-19,5
Switzerland,CHE,2020-02-19,0
Chile,CHL,2020-02-19,0
China,CHN,2020-02-19,62
Democratic Republic of Congo,COD,2020-02-19,0
Colombia,COL,2020-02-19,14
Costa Rica,CRI,2020-02-19,0
Czech Republic,CZE,2020-02-19,0
Germany,DEU,2020-02-19,14
Dominican Republic,DOM,2020-02-19,0
Algeria,DZA,2020-02-19,0
Ecuador,ECU,2020-02-19,14
Spain,ESP,2020-02-19,14
Finland,FIN,2020-02-19,0
France,FRA,2020-02-19,17
United Kingdom,GBR,2020-02-19,14
Greece,GRC,2020-02-19,0
Guatemala,GTM,2020-02-19,24
Guyana,GUY,2020-02-19,5
Hong Kong,HKG,2020-02-19,81
Honduras,HND,2020-02-19,0
Croatia,HRV,2020-02-19,5
Hungary,HUN,2020-02-19,14
Indonesia,IDN,2020-02-19,29
India,IND,2020-02-19,21
Ireland,IRL,2020-02-19,0
Iran,IRN,2020-02-19,0
Iraq,IRQ,2020-02-19,0
Iceland,ISL,2020-02-19,5
Israel,ISR,2020-02-19,29
Italy,ITA,2020-02-19,14
Jordan,JOR,2020-02-19,0
Japan,JPN,2020-02-19,19
Kazakhstan,KAZ,2020-02-19,0
Kenya,KEN,2020-02-19,5
South Korea,KOR,2020-02-19,40
Sri Lanka,LKA,2020-02-19,29
Macao,MAC,2020-02-19,76
Mexico,MEX,2020-02-19,29
Myanmar,MMR,2020-02-19,19
Malaysia,MYS,2020-02-19,29
Nigeria,NGA,2020-02-19,5
Nicaragua,NIC,2020-02-19,0
Netherlands,NLD,2020-02-19,0
Norway,NOR,2020-02-19,0
New Zealand,NZL,2020-02-19,14
Pakistan,PAK,2020-02-19,0
Panama,PAN,2020-02-19,19
Papua New Guinea,PNG,2020-02-19,29
Poland,POL,2020-02-19,7
Portugal,PRT,2020-02-19,0
Qatar,QAT,2020-02-19,29
Romania,ROU,2020-02-19,10
Russia,RUS,2020-02-19,14
Singapore,SGP,2020-02-19,33
El Salvador,SLV,2020-02-19,29
Serbia,SRB,2020-02-19,5
Slovak Republic,SVK,2020-02-19,0
Slovenia,SVN,2020-02-19,0
Sweden,SWE,2020-02-19,0
Syria,SYR,2020-02-19,5
Thailand,THA,2020-02-19,0
Tanzania,TZA,2020-02-19,0
Uganda,UGA,2020-02-19,24
Ukraine,UKR,2020-02-19,52
United States,USA,2020-02-19,10
Venezuela,VEN,2020-02-19,0
Vietnam,VNM,2020-02-19,52
South Africa,ZAF,2020-02-19,5
Zimbabwe,ZWE,2020-02-19,0
Taiwan,TWN,2020-02-19,38
Afghanistan,AFG,2020-02-20,0
Angola,AGO,2020-02-20,10
Argentina,ARG,2020-02-20,0
Australia,AUS,2020-02-20,29
Austria,AUT,2020-02-20,0
Belgium,BEL,2020-02-20,14
Bulgaria,BGR,2020-02-20,14
Belize,BLZ,2020-02-20,0
Bermuda,BMU,2020-02-20,0
Bolivia,BOL,2020-02-20,0
Brazil,BRA,2020-02-20,0
Barbados,BRB,2020-02-20,0
Botswana,BWA,2020-02-20,19
Canada,CAN,2020-02-20,5
Switzerland,CHE,2020-02-20,0
Chile,CHL,2020-02-20,0
China,CHN,2020-02-20,62
Democratic Republic of Congo,COD,2020-02-20,5
Colombia,COL,2020-02-20,14
Costa Rica,CRI,2020-02-20,0
Czech Republic,CZE,2020-02-20,0
Germany,DEU,2020-02-20,14
Dominican Republic,DOM,2020-02-20,0
Algeria,DZA,2020-02-20,0
Ecuador,ECU,2020-02-20,14
Spain,ESP,2020-02-20,14
Finland,FIN,2020-02-20,0
France,FRA,2020-02-20,17
United Kingdom,GBR,2020-02-20,14
Greece,GRC,2020-02-20,0
Guatemala,GTM,2020-02-20,24
Guyana,GUY,2020-02-20,5
Hong Kong,HKG,2020-02-20,81
Honduras,HND,2020-02-20,0
Croatia,HRV,2020-02-20,5
Hungary,HUN,2020-02-20,14
Indonesia,IDN,2020-02-20,29
India,IND,2020-02-20,21
Ireland,IRL,2020-02-20,0
Iran,IRN,2020-02-20,5
Iraq,IRQ,2020-02-20,0
Iceland,ISL,2020-02-20,5
Israel,ISR,2020-02-20,29
Italy,ITA,2020-02-20,14
Jordan,JOR,2020-02-20,0
Japan,JPN,2020-02-20,29
Kazakhstan,KAZ,2020-02-20,0
Kenya,KEN,2020-02-20,5
South Korea,KOR,2020-02-20,40
Sri Lanka,LKA,2020-02-20,29
Macao,MAC,2020-02-20,62
Mexico,MEX,2020-02-20,29
Myanmar,MMR,2020-02-20,19
Malaysia,MYS,2020-02-20,29
Nigeria,NGA,2020-02-20,5
Nicaragua,NIC,2020-02-20,0
Netherlands,NLD,2020-02-20,0
Norway,NOR,2020-02-20,0
New Zealand,NZL,2020-02-20,14
Pakistan,PAK,2020-02-20,0
Panama,PAN,2020-02-20,19
Papua New Guinea,PNG,2020-02-20,29
Poland,POL,2020-02-20,7
Portugal,PRT,2020-02-20,0
Qatar,QAT,2020-02-20,29
Romania,ROU,2020-02-20,10
Russia,RUS,2020-02-20,14
Singapore,SGP,2020-02-20,33
El Salvador,SLV,2020-02-20,29
Serbia,SRB,2020-02-20,5
Slovak Republic,SVK,2020-02-20,0
Slovenia,SVN,2020-02-20,0
Sweden,SWE,2020-02-20,0
Syria,SYR,2020-02-20,5
Thailand,THA,2020-02-20,0
Tanzania,TZA,2020-02-20,0
Uganda,UGA,2020-02-20,24
Ukraine,UKR,2020-02-20,52
United States,USA,2020-02-20,10
Venezuela,VEN,2020-02-20,0
Vietnam,VNM,2020-02-20,52
South Africa,ZAF,2020-02-20,5
Zimbabwe,ZWE,2020-02-20,0
Taiwan,TWN,2020-02-20,38
Afghanistan,AFG,2020-02-21,0
Angola,AGO,2020-02-21,10
Argentina,ARG,2020-02-21,0
Australia,AUS,2020-02-21,29
Austria,AUT,2020-02-21,0
Belgium,BEL,2020-02-21,14
Bulgaria,BGR,2020-02-21,14
Belize,BLZ,2020-02-21,0
Bermuda,BMU,2020-02-21,0
Bolivia,BOL,2020-02-21,0
Brazil,BRA,2020-02-21,0
Barbados,BRB,2020-02-21,0
Botswana,BWA,2020-02-21,19
Canada,CAN,2020-02-21,5
Switzerland,CHE,2020-02-21,0
Chile,CHL,2020-02-21,0
China,CHN,2020-02-21,62
Democratic Republic of Congo,COD,2020-02-21,5
Colombia,COL,2020-02-21,14
Costa Rica,CRI,2020-02-21,0
Czech Republic,CZE,2020-02-21,0
Germany,DEU,2020-02-21,14
Dominican Republic,DOM,2020-02-21,0
Algeria,DZA,2020-02-21,0
Ecuador,ECU,2020-02-21,14
Spain,ESP,2020-02-21,14
Finland,FIN,2020-02-21,0
France,FRA,2020-02-21,17
United Kingdom,GBR,2020-02-21,14
Greece,GRC,2020-02-21,0
Guatemala,GTM,2020-02-21,24
Guyana,GUY,2020-02-21,5
Hong Kong,HKG,2020-02-21,81
Honduras,HND,2020-02-21,0
Croatia,HRV,2020-02-21,5
Hungary,HUN,2020-02-21,14
Indonesia,IDN,2020-02-21,29
India,IND,2020-02-21,29
Ireland,IRL,2020-02-21,0
Iran,IRN,2020-02-21,5
Iraq,IRQ,2020-02-21,0
Iceland,ISL,2020-02-21,5
Israel,ISR,2020-02-21,29
Italy,ITA,2020-02-21,24
Jordan,JOR,2020-02-21,0
Japan,JPN,2020-02-21,29
Kazakhstan,KAZ,2020-02-21,0
Kenya,KEN,2020-02-21,5
South Korea,KOR,2020-02-21,45
Sri Lanka,LKA,2020-02-21,29
Macao,MAC,2020-02-21,62
Mexico,MEX,2020-02-21,29
Myanmar,MMR,2020-02-21,19
Malaysia,MYS,2020-02-21,29
Nigeria,NGA,2020-02-21,5
Nicaragua,NIC,2020-02-21,0
Netherlands,NLD,2020-02-21,0
Norway,NOR,2020-02-21,0
New Zealand,NZL,2020-02-21,14
Pakistan,PAK,2020-02-21,0
Panama,PAN,2020-02-21,19
Papua New Guinea,PNG,2020-02-21,29
Poland,POL,2020-02-21,7
Portugal,PRT,2020-02-21,0
Qatar,QAT,2020-02-21,29
Romania,ROU,2020-02-21,10
Russia,RUS,2020-02-21,14
Singapore,SGP,2020-02-21,33
El Salvador,SLV,2020-02-21,29
Serbia,SRB,2020-02-21,5
Slovak Republic,SVK,2020-02-21,0
Slovenia,SVN,2020-02-21,0
Sweden,SWE,2020-02-21,0
Syria,SYR,2020-02-21,5
Thailand,THA,2020-02-21,0
Tanzania,TZA,2020-02-21,0
Uganda,UGA,2020-02-21,24
Ukraine,UKR,2020-02-21,52
United States,USA,2020-02-21,10
Venezuela,VEN,2020-02-21,0
Vietnam,VNM,2020-02-21,52
South Africa,ZAF,2020-02-21,5
Zimbabwe,ZWE,2020-02-21,0
Taiwan,TWN,2020-02-21,38
Afghanistan,AFG,2020-02-22,0
Angola,AGO,2020-02-22,10
Argentina,ARG,2020-02-22,0
Australia,AUS,2020-02-22,29
Austria,AUT,2020-02-22,0
Belgium,BEL,2020-02-22,14
Bulgaria,BGR,2020-02-22,14
Belize,BLZ,2020-02-22,0
Bermuda,BMU,2020-02-22,0
Bolivia,BOL,2020-02-22,0
Brazil,BRA,2020-02-22,0
Barbados,BRB,2020-02-22,0
Botswana,BWA,2020-02-22,19
Canada,CAN,2020-02-22,5
Switzerland,CHE,2020-02-22,0
Chile,CHL,2020-02-22,0
China,CHN,2020-02-22,62
Democratic Republic of Congo,COD,2020-02-22,5
Colombia,COL,2020-02-22,14
Costa Rica,CRI,2020-02-22,0
Czech Republic,CZE,2020-02-22,0
Germany,DEU,2020-02-22,14
Dominican Republic,DOM,2020-02-22,0
Algeria,DZA,2020-02-22,0
Ecuador,ECU,2020-02-22,14
Spain,ESP,2020-02-22,14
Finland,FIN,2020-02-22,0
France,FRA,2020-02-22,17
United Kingdom,GBR,2020-02-22,14
Greece,GRC,2020-02-22,0
Guatemala,GTM,2020-02-22,24
Guyana,GUY,2020-02-22,5
Hong Kong,HKG,2020-02-22,81
Honduras,HND,2020-02-22,0
Croatia,HRV,2020-02-22,5
Hungary,HUN,2020-02-22,14
Indonesia,IDN,2020-02-22,29
India,IND,2020-02-22,29
Ireland,IRL,2020-02-22,0
Iran,IRN,2020-02-22,19
Iraq,IRQ,2020-02-22,0
Iceland,ISL,2020-02-22,5
Israel,ISR,2020-02-22,29
Italy,ITA,2020-02-22,24
Jordan,JOR,2020-02-22,0
Japan,JPN,2020-02-22,29
Kazakhstan,KAZ,2020-02-22,0
Kenya,KEN,2020-02-22,5
South Korea,KOR,2020-02-22,45
Sri Lanka,LKA,2020-02-22,29
Macao,MAC,2020-02-22,62
Mexico,MEX,2020-02-22,29
Myanmar,MMR,2020-02-22,19
Malaysia,MYS,2020-02-22,29
Nigeria,NGA,2020-02-22,5
Nicaragua,NIC,2020-02-22,0
Netherlands,NLD,2020-02-22,0
Norway,NOR,2020-02-22,0
New Zealand,NZL,2020-02-22,14
Pakistan,PAK,2020-02-22,0
Panama,PAN,2020-02-22,19
Papua New Guinea,PNG,2020-02-22,29
Poland,POL,2020-02-22,7
Portugal,PRT,2020-02-22,0
Qatar,QAT,2020-02-22,29
Romania,ROU,2020-02-22,10
Russia,RUS,2020-02-22,14
Singapore,SGP,2020-02-22,33
El Salvador,SLV,2020-02-22,29
Serbia,SRB,2020-02-22,5
Slovak Republic,SVK,2020-02-22,0
Slovenia,SVN,2020-02-22,0
Sweden,SWE,2020-02-22,0
Syria,SYR,2020-02-22,5
Thailand,THA,2020-02-22,0
Tanzania,TZA,2020-02-22,0
Uganda,UGA,2020-02-22,24
Ukraine,UKR,2020-02-22,52
United States,USA,2020-02-22,10
Venezuela,VEN,2020-02-22,0
Vietnam,VNM,2020-02-22,52
South Africa,ZAF,2020-02-22,5
Zimbabwe,ZWE,2020-02-22,0
Taiwan,TWN,2020-02-22,38
Afghanistan,AFG,2020-02-23,0
Angola,AGO,2020-02-23,10
Argentina,ARG,2020-02-23,0
Australia,AUS,2020-02-23,29
Austria,AUT,2020-02-23,0
Belgium,BEL,2020-02-23,14
Bulgaria,BGR,2020-02-23,14
Belize,BLZ,2020-02-23,0
Bermuda,BMU,2020-02-23,0
Bolivia,BOL,2020-02-23,0
Brazil,BRA,2020-02-23,0
Barbados,BRB,2020-02-23,0
Botswana,BWA,2020-02-23,19
Canada,CAN,2020-02-23,5
Switzerland,CHE,2020-02-23,0
Chile,CHL,2020-02-23,0
China,CHN,2020-02-23,62
Democratic Republic of Congo,COD,2020-02-23,5
Colombia,COL,2020-02-23,14
Costa Rica,CRI,2020-02-23,0
Czech Republic,CZE,2020-02-23,0
Germany,DEU,2020-02-23,14
Dominican Republic,DOM,2020-02-23,0
Algeria,DZA,2020-02-23,0
Ecuador,ECU,2020-02-23,14
Spain,ESP,2020-02-23,14
Finland,FIN,2020-02-23,0
France,FRA,2020-02-23,17
United Kingdom,GBR,2020-02-23,14
Greece,GRC,2020-02-23,0
Guatemala,GTM,2020-02-23,24
Guyana,GUY,2020-02-23,5
Hong Kong,HKG,2020-02-23,81
Honduras,HND,2020-02-23,0
Croatia,HRV,2020-02-23,5
Hungary,HUN,2020-02-23,14
Indonesia,IDN,2020-02-23,29
India,IND,2020-02-23,29
Ireland,IRL,2020-02-23,0
Iran,IRN,2020-02-23,29
Iraq,IRQ,2020-02-23,0
Iceland,ISL,2020-02-23,5
Israel,ISR,2020-02-23,29
Italy,ITA,2020-02-23,33
Jordan,JOR,2020-02-23,0
Japan,JPN,2020-02-23,29
Kazakhstan,KAZ,2020-02-23,0
Kenya,KEN,2020-02-23,5
South Korea,KOR,2020-02-23,60
Sri Lanka,LKA,2020-02-23,29
